Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
1980-12-12,0.1283479928970337,0.1289059966802597,0.1283479928970337,0.1283479928970337,0.100039467215538,469033600,0.0,0.0
1980-12-15,0.1222100034356117,0.1222100034356117,0.1216519996523857,0.1216519996523857,0.0948203951120376,175884800,0.0,0.0
1980-12-16,0.1132809966802597,0.1132809966802597,0.1127230003476142,0.1127230003476142,0.0878607332706451,105728000,0.0,0.0
1980-12-17,0.1155129969120025,0.1160710006952285,0.1155129969120025,0.1155129969120025,0.090035393834114,86441600,0.0,0.0
1980-12-18,0.1188620030879974,0.1194199994206428,0.1188620030879974,0.1188620030879974,0.0926457345485687,73449600,0.0,0.0
1980-12-19,0.1261159926652908,0.1266739964485168,0.1261159926652908,0.1261159926652908,0.0982997789978981,48630400,0.0,0.0
1980-12-22,0.1322540044784546,0.1328130066394806,0.1322540044784546,0.1322540044784546,0.103083997964859,37363200,0.0,0.0
1980-12-23,0.1378349959850311,0.1383929997682571,0.1378349959850311,0.1378349959850311,0.1074340566992759,46950400,0.0,0.0
1980-12-24,0.1450890004634857,0.1456470042467117,0.1450890004634857,0.1450890004634857,0.1130880936980247,48003200,0.0,0.0
1980-12-26,0.1584820002317428,0.1590400040149688,0.1584820002317428,0.1584820002317428,0.1235270872712135,55574400,0.0,0.0
1980-12-29,0.1607140004634857,0.1612720042467117,0.1607140004634857,0.1607140004634857,0.1252668499946594,93161600,0.0,0.0
1980-12-30,0.1573659926652908,0.1573659926652908,0.156808003783226,0.156808003783226,0.1222223341464996,68880000,0.0,0.0
1980-12-31,0.1529020071029663,0.1529020071029663,0.1523440033197403,0.1523440033197403,0.1187429204583168,35750400,0.0,0.0
1981-01-02,0.1540179997682571,0.1551340073347091,0.1540179997682571,0.1540179997682571,0.1200476586818695,21660800,0.0,0.0
1981-01-05,0.1512279957532882,0.1512279957532882,0.1506700068712234,0.1506700068712234,0.1174381300806999,35728000,0.0,0.0
1981-01-06,0.1445309966802597,0.1445309966802597,0.1439729928970337,0.1439729928970337,0.1122182011604309,45158400,0.0,0.0
1981-01-07,0.1383929997682571,0.1383929997682571,0.1378349959850311,0.1378349959850311,0.1074340566992759,55686400,0.0,0.0
1981-01-08,0.1356029957532882,0.1356029957532882,0.1350450068712234,0.1350450068712234,0.1052594259381294,39827200,0.0,0.0
1981-01-09,0.1422989964485168,0.1428570002317428,0.1422989964485168,0.1422989964485168,0.110913448035717,21504000,0.0,0.0
1981-01-12,0.1422989964485168,0.1422989964485168,0.141183003783226,0.141183003783226,0.1100435629487037,23699200,0.0,0.0
1981-01-13,0.1367190033197403,0.1367190033197403,0.1361609995365142,0.1361609995365142,0.1061292439699173,23049600,0.0,0.0
1981-01-14,0.1367190033197403,0.1372770071029663,0.1367190033197403,0.1367190033197403,0.1065641641616821,14291200,0.0,0.0
1981-01-15,0.1395090073347091,0.140625,0.1395090073347091,0.1395090073347091,0.108738861978054,14067200,0.0,0.0
1981-01-16,0.1389510035514831,0.1389510035514831,0.1383929997682571,0.1383929997682571,0.107868954539299,13395200,0.0,0.0
1981-01-19,0.1467629969120025,0.1473210006952285,0.1467629969120025,0.1467629969120025,0.1143928468227386,41574400,0.0,0.0
1981-01-20,0.1428570002317428,0.1428570002317428,0.1422989964485168,0.1422989964485168,0.110913448035717,30083200,0.0,0.0
1981-01-21,0.1450890004634857,0.1462049931287765,0.1450890004634857,0.1450890004634857,0.1130880936980247,15904000,0.0,0.0
1981-01-22,0.1467629969120025,0.1478790044784546,0.1467629969120025,0.1467629969120025,0.1143928468227386,35548800,0.0,0.0
1981-01-23,0.1467629969120025,0.1473210006952285,0.1462049931287765,0.1462049931287765,0.1139579340815544,11222400,0.0,0.0
1981-01-26,0.1445309966802597,0.1445309966802597,0.1439729928970337,0.1439729928970337,0.1122182011604309,24640000,0.0,0.0
1981-01-27,0.1439729928970337,0.1439729928970337,0.1428570002317428,0.1428570002317428,0.1113483980298042,23699200,0.0,0.0
1981-01-28,0.1389510035514831,0.1389510035514831,0.1383929997682571,0.1383929997682571,0.107868954539299,28156800,0.0,0.0
1981-01-29,0.1339289993047714,0.1339289993047714,0.1333709955215454,0.1333709955215454,0.1039545908570289,43904000,0.0,0.0
1981-01-30,0.1272320002317428,0.1272320002317428,0.1261159926652908,0.1261159926652908,0.0982997789978981,46188800,0.0,0.0
1981-02-02,0.1194199994206428,0.1194199994206428,0.1188620030879974,0.1188620030879974,0.0926457345485687,23766400,0.0,0.0
1981-02-03,0.1233260035514831,0.1238839998841285,0.1233260035514831,0.1233260035514831,0.0961251631379127,19152000,0.0,0.0
1981-02-04,0.1277900040149688,0.1283479928970337,0.1277900040149688,0.1277900040149688,0.099604532122612,27865600,0.0,0.0
1981-02-05,0.1277900040149688,0.1289059966802597,0.1277900040149688,0.1277900040149688,0.099604532122612,7929600,0.0,0.0
1981-02-06,0.1283479928970337,0.1289059966802597,0.1283479928970337,0.1283479928970337,0.100039467215538,13865600,0.0,0.0
1981-02-09,0.1227679997682571,0.1227679997682571,0.1216519996523857,0.1216519996523857,0.0948203951120376,16755200,0.0,0.0
1981-02-10,0.1216519996523857,0.1222100034356117,0.1216519996523857,0.1216519996523857,0.0948203951120376,18345600,0.0,0.0
1981-02-11,0.1183039993047714,0.1183039993047714,0.117746002972126,0.117746002972126,0.0917759016156196,13843200,0.0,0.0
1981-02-12,0.1171879991889,0.1171879991889,0.1166289970278739,0.1166289970278739,0.0909052193164825,14560000,0.0,0.0
1981-02-13,0.1149550005793571,0.1149550005793571,0.1138390004634857,0.1138390004634857,0.0887306034564971,11155200,0.0,0.0
1981-02-17,0.1166289970278739,0.1171879991889,0.1166289970278739,0.1166289970278739,0.0909052193164825,12275200,0.0,0.0
1981-02-18,0.1216519996523857,0.1227679997682571,0.1216519996523857,0.1216519996523857,0.0948203951120376,19241600,0.0,0.0
1981-02-19,0.1149550005793571,0.1149550005793571,0.1143969967961311,0.1143969967961311,0.089165523648262,22310400,0.0,0.0
1981-02-20,0.1088170036673545,0.1088170036673545,0.1082589998841285,0.1082589998841285,0.0843813195824623,24371200,0.0,0.0
1981-02-23,0.1099329963326454,0.1104910001158714,0.1099329963326454,0.1099329963326454,0.085686095058918,14112000,0.0,0.0
1981-02-24,0.1071429997682571,0.1071429997682571,0.1060269996523857,0.1060269996523857,0.0826416015625,16979200,0.0,0.0
1981-02-25,0.1127230003476142,0.1132809966802597,0.1127230003476142,0.1127230003476142,0.0878607332706451,19488000,0.0,0.0
1981-02-26,0.1143969967961311,0.1149550005793571,0.1143969967961311,0.1143969967961311,0.089165523648262,10841600,0.0,0.0
1981-02-27,0.1183039993047714,0.1194199994206428,0.1183039993047714,0.1183039993047714,0.0922107622027397,14761600,0.0,0.0
1981-03-02,0.1188620030879974,0.1194199994206428,0.1188620030879974,0.1188620030879974,0.0926457345485687,11760000,0.0,0.0
1981-03-03,0.117746002972126,0.117746002972126,0.1171879991889,0.1171879991889,0.0913409367203712,16172800,0.0,0.0
1981-03-04,0.1166289970278739,0.1166289970278739,0.1160710006952285,0.1160710006952285,0.0904703065752983,13708800,0.0,0.0
1981-03-05,0.1160710006952285,0.1160710006952285,0.1155129969120025,0.1155129969120025,0.090035393834114,5376000,0.0,0.0
1981-03-06,0.1155129969120025,0.1155129969120025,0.1143969967961311,0.1143969967961311,0.089165523648262,11603200,0.0,0.0
1981-03-09,0.1060269996523857,0.1060269996523857,0.1054690033197403,0.1054690033197403,0.0822067037224769,15321600,0.0,0.0
1981-03-10,0.1010039970278739,0.1010039970278739,0.1004460006952285,0.1004460006952285,0.0782915949821472,28380800,0.0,0.0
1981-03-11,0.0976559966802597,0.0976559966802597,0.0965399965643882,0.0965399965643882,0.0752470567822456,29859200,0.0,0.0
1981-03-12,0.1004460006952285,0.1010039970278739,0.1004460006952285,0.1004460006952285,0.0782915949821472,59248000,0.0,0.0
1981-03-13,0.0998879969120025,0.0998879969120025,0.0993300005793571,0.0993300005793571,0.0774217024445533,231302400,0.0,0.0
1981-03-16,0.1032370030879974,0.1043530032038688,0.1032370030879974,0.1032370030879974,0.0804669931530952,37228800,0.0,0.0
1981-03-17,0.1082589998841285,0.109375,0.1082589998841285,0.1082589998841285,0.0843813195824623,43747200,0.0,0.0
1981-03-18,0.1149550005793571,0.1160710006952285,0.1149550005793571,0.1149550005793571,0.0896004810929298,36937600,0.0,0.0
1981-03-19,0.1143969967961311,0.1143969967961311,0.1138390004634857,0.1138390004634857,0.0887306034564971,37811200,0.0,0.0
1981-03-20,0.1149550005793571,0.1160710006952285,0.1149550005793571,0.1149550005793571,0.0896004810929298,14604800,0.0,0.0
1981-03-23,0.1194199994206428,0.1205359995365142,0.1194199994206428,0.1194199994206428,0.0930806547403335,22019200,0.0,0.0
1981-03-24,0.1194199994206428,0.1194199994206428,0.1188620030879974,0.1188620030879974,0.0926457345485687,28156800,0.0,0.0
1981-03-25,0.117746002972126,0.117746002972126,0.1166289970278739,0.1166289970278739,0.0909052193164825,7056000,0.0,0.0
1981-03-26,0.1149550005793571,0.1149550005793571,0.1143969967961311,0.1143969967961311,0.089165523648262,12275200,0.0,0.0
1981-03-27,0.1110489964485168,0.1110489964485168,0.1104910001158714,0.1104910001158714,0.0861210450530052,12252800,0.0,0.0
1981-03-30,0.1104910001158714,0.1116070002317428,0.1104910001158714,0.1104910001158714,0.0861210450530052,9900800,0.0,0.0
1981-03-31,0.1104910001158714,0.1104910001158714,0.109375,0.109375,0.0852511748671531,15993600,0.0,0.0
1981-04-01,0.1088170036673545,0.1088170036673545,0.1082589998841285,0.1082589998841285,0.0843813195824623,34070400,0.0,0.0
1981-04-02,0.117746002972126,0.1183039993047714,0.117746002972126,0.117746002972126,0.0917759016156196,31404800,0.0,0.0
1981-04-03,0.1183039993047714,0.1188620030879974,0.1183039993047714,0.1183039993047714,0.0922107622027397,16486400,0.0,0.0
1981-04-06,0.1166289970278739,0.1166289970278739,0.1160710006952285,0.1160710006952285,0.0904703065752983,22803200,0.0,0.0
1981-04-07,0.1155129969120025,0.1155129969120025,0.1149550005793571,0.1149550005793571,0.0896004810929298,10684800,0.0,0.0
1981-04-08,0.1205359995365142,0.1216519996523857,0.1205359995365142,0.1205359995365142,0.0939505100250244,21952000,0.0,0.0
1981-04-09,0.1227679997682571,0.1233260035514831,0.1227679997682571,0.1227679997682571,0.0956901982426643,12499200,0.0,0.0
1981-04-10,0.1244420036673545,0.125,0.1244420036673545,0.1244420036673545,0.0969949960708618,33465600,0.0,0.0
1981-04-13,0.1244420036673545,0.125,0.1244420036673545,0.1244420036673545,0.0969949960708618,16060800,0.0,0.0
1981-04-14,0.1244420036673545,0.125,0.1244420036673545,0.1244420036673545,0.0969949960708618,6652800,0.0,0.0
1981-04-15,0.1188620030879974,0.1188620030879974,0.1183039993047714,0.1183039993047714,0.0922107622027397,34048000,0.0,0.0
1981-04-16,0.1121649965643882,0.1121649965643882,0.1116070002317428,0.1116070002317428,0.086990900337696,23878400,0.0,0.0
1981-04-20,0.1149550005793571,0.1155129969120025,0.1149550005793571,0.1149550005793571,0.0896004810929298,35347200,0.0,0.0
1981-04-21,0.1227679997682571,0.1233260035514831,0.1227679997682571,0.1227679997682571,0.0956901982426643,28537600,0.0,0.0
1981-04-22,0.1272320002317428,0.1277900040149688,0.1272320002317428,0.1272320002317428,0.0991696566343307,18995200,0.0,0.0
1981-04-23,0.1305799931287765,0.1311379969120025,0.1305799931287765,0.1305799931287765,0.1017792150378227,58016000,0.0,0.0
1981-04-24,0.1305799931287765,0.1305799931287765,0.1294640004634857,0.1294640004634857,0.1009093299508094,35056000,0.0,0.0
1981-04-27,0.1289059966802597,0.1289059966802597,0.1283479928970337,0.1283479928970337,0.100039467215538,38528000,0.0,0.0
1981-04-28,0.1266739964485168,0.1266739964485168,0.1261159926652908,0.1261159926652908,0.0982997789978981,32188800,0.0,0.0
1981-04-29,0.125,0.125,0.1244420036673545,0.1244420036673545,0.0969949960708618,13641600,0.0,0.0
1981-04-30,0.1266739964485168,0.1277900040149688,0.1266739964485168,0.1266739964485168,0.0987347066402435,12611200,0.0,0.0
1981-05-01,0.1266739964485168,0.1277900040149688,0.1266739964485168,0.1266739964485168,0.0987347066402435,16553600,0.0,0.0
1981-05-04,0.1266739964485168,0.1266739964485168,0.1261159926652908,0.1261159926652908,0.0982997789978981,14448000,0.0,0.0
1981-05-05,0.1261159926652908,0.1261159926652908,0.125558003783226,0.125558003783226,0.0978648364543914,17539200,0.0,0.0
1981-05-06,0.1227679997682571,0.1227679997682571,0.1222100034356117,0.1222100034356117,0.0952552780508995,18950400,0.0,0.0
1981-05-07,0.1238839998841285,0.1244420036673545,0.1238839998841285,0.1238839998841285,0.0965600758790969,9363200,0.0,0.0
1981-05-08,0.125,0.125558003783226,0.125,0.125,0.0974299162626266,7907200,0.0,0.0
1981-05-11,0.1227679997682571,0.1227679997682571,0.1222100034356117,0.1222100034356117,0.0952552780508995,11939200,0.0,0.0
1981-05-12,0.1222100034356117,0.1238839998841285,0.1222100034356117,0.1222100034356117,0.0952552780508995,4256000,0.0,0.0
1981-05-13,0.1222100034356117,0.1233260035514831,0.1216519996523857,0.1216519996523857,0.0948203951120376,4905600,0.0,0.0
1981-05-14,0.1210940033197403,0.1210940033197403,0.1199780032038688,0.1199780032038688,0.0935155525803566,4928000,0.0,0.0
1981-05-15,0.1227679997682571,0.1244420036673545,0.1227679997682571,0.1227679997682571,0.0956901982426643,4905600,0.0,0.0
1981-05-18,0.125,0.1261159926652908,0.125,0.125,0.0974299162626266,4166400,0.0,0.0
1981-05-19,0.1233260035514831,0.1233260035514831,0.1227679997682571,0.1227679997682571,0.0956901982426643,25424000,0.0,0.0
1981-05-20,0.1266739964485168,0.1277900040149688,0.1266739964485168,0.1266739964485168,0.0987347066402435,13283200,0.0,0.0
1981-05-21,0.1339289993047714,0.1344870030879974,0.1339289993047714,0.1339289993047714,0.1043895035982132,32211200,0.0,0.0
1981-05-22,0.140066996216774,0.141183003783226,0.140066996216774,0.140066996216774,0.1091737225651741,31427200,0.0,0.0
1981-05-26,0.140066996216774,0.140066996216774,0.1395090073347091,0.1395090073347091,0.108738861978054,85344000,0.0,0.0
1981-05-27,0.1473210006952285,0.1478790044784546,0.1473210006952285,0.1473210006952285,0.1148277893662452,149497600,0.0,0.0
1981-05-28,0.1473210006952285,0.1478790044784546,0.1473210006952285,0.1473210006952285,0.1148277893662452,73987200,0.0,0.0
1981-05-29,0.1478790044784546,0.1484380066394806,0.1478790044784546,0.1478790044784546,0.1152627915143966,59382400,0.0,0.0
1981-06-01,0.1478790044784546,0.1484380066394806,0.1478790044784546,0.1478790044784546,0.1152627915143966,51251200,0.0,0.0
1981-06-02,0.141183003783226,0.141183003783226,0.140625,0.140625,0.1096086576581001,40432000,0.0,0.0
1981-06-03,0.140625,0.1417409926652908,0.140625,0.140625,0.1096086576581001,39446400,0.0,0.0
1981-06-04,0.1434150040149688,0.1439729928970337,0.1434150040149688,0.1434150040149688,0.1117833331227302,56067200,0.0,0.0
1981-06-05,0.1417409926652908,0.1417409926652908,0.141183003783226,0.141183003783226,0.1100435629487037,57680000,0.0,0.0
1981-06-08,0.1367190033197403,0.1367190033197403,0.1361609995365142,0.1361609995365142,0.1061292439699173,93497600,0.0,0.0
1981-06-09,0.1389510035514831,0.1395090073347091,0.1389510035514831,0.1389510035514831,0.108303852379322,119593600,0.0,0.0
1981-06-10,0.140625,0.1422989964485168,0.140625,0.140625,0.1096086576581001,25222400,0.0,0.0
1981-06-11,0.1467629969120025,0.1473210006952285,0.1467629969120025,0.1467629969120025,0.1143928468227386,38976000,0.0,0.0
1981-06-12,0.1456470042467117,0.1456470042467117,0.1450890004634857,0.1450890004634857,0.1130880936980247,25804800,0.0,0.0
1981-06-15,0.1450890004634857,0.1450890004634857,0.1445309966802597,0.1445309966802597,0.1126531884074211,143763200,0.0,0.0
1981-06-16,0.1422989964485168,0.1422989964485168,0.1417409926652908,0.1417409926652908,0.1104784831404686,37251200,0.0,0.0
1981-06-17,0.140066996216774,0.140066996216774,0.1395090073347091,0.1395090073347091,0.108738861978054,27574400,0.0,0.0
1981-06-18,0.1395090073347091,0.140066996216774,0.1389510035514831,0.1389510035514831,0.108303852379322,23049600,0.0,0.0
1981-06-19,0.1356029957532882,0.1356029957532882,0.1350450068712234,0.1350450068712234,0.1052594259381294,27507200,0.0,0.0
1981-06-22,0.1305799931287765,0.1305799931287765,0.1300220042467117,0.1300220042467117,0.1013442948460578,10841600,0.0,0.0
1981-06-23,0.1322540044784546,0.1333709955215454,0.1322540044784546,0.1322540044784546,0.103083997964859,15030400,0.0,0.0
1981-06-24,0.1300220042467117,0.1300220042467117,0.1289059966802597,0.1289059966802597,0.1004744321107864,23027200,0.0,0.0
1981-06-25,0.1316960006952285,0.1322540044784546,0.1316960006952285,0.1316960006952285,0.1026490554213523,24259200,0.0,0.0
1981-06-26,0.1311379969120025,0.1311379969120025,0.1300220042467117,0.1300220042467117,0.1013442948460578,23788800,0.0,0.0
1981-06-29,0.1266739964485168,0.1266739964485168,0.125558003783226,0.125558003783226,0.0978648364543914,10595200,0.0,0.0
1981-06-30,0.1166289970278739,0.1166289970278739,0.1160710006952285,0.1160710006952285,0.0904703065752983,35907200,0.0,0.0
1981-07-01,0.1155129969120025,0.1155129969120025,0.1149550005793571,0.1149550005793571,0.0896004810929298,170464000,0.0,0.0
1981-07-02,0.1149550005793571,0.1155129969120025,0.1149550005793571,0.1149550005793571,0.0896004810929298,30284800,0.0,0.0
1981-07-06,0.1121649965643882,0.1121649965643882,0.1110489964485168,0.1110489964485168,0.0865559726953506,16531200,0.0,0.0
